count	reward_sum	squared_reward_sum	length
654	-117.40696206479333	10009.28891907462	503
655	-136.05004872917198	10009.993174925045	797
656	-18.68416135860025	1.7729068464325408	1000
657	-8.034452149644494	1.8913499666523312	1000
658	-9.564504577370826	3.4736755431951636	1000
659	-24.90801165928133	5.625690580887589	1000
660	-16.65692446497269	2.647102078200549	1000
661	-43.767401713877916	9.724958204339677	1000
662	-124.2222556648776	10007.964467746127	95
663	-104.80123088508844	10003.60364279923	137
664	-3.338362833019346	4.618721259085503	1000
665	-5.6090652835555375	3.079849855904019	1000
666	-26.700235863099806	3.284295940522658	1000
667	-8.67365562771738	2.3452871873955434	1000
668	-17.115846831118688	3.779770935151923	1000
669	-3.5865662321448326	3.586582227315383	1000
670	-5.634135912638158	4.397267295032501	1000
671	1.706715460633859	4.229013268929498	1000
672	-0.7359984449576586	5.14958327351159	1000
673	-3.7676569437317085	4.62541163314666	1000
674	-17.652841509319842	3.992011799788687	1000
675	-13.900733743677847	4.293767337705542	1000
676	4.447508885757998	3.9438078831286063	1000
677	-2.7450827074353583	3.239156820153935	1000
678	-22.21540570957586	3.0446495098569635	1000
679	-24.653145601943834	2.2604132460525035	1000
680	-25.225145706441253	3.231047087300262	1000
681	-12.976051969628315	3.610572787327374	1000
682	-19.857126550516114	3.0418533077389895	1000
683	-14.844458118430339	3.921530062350535	1000
684	-18.82006917509716	3.2973198489266795	1000
685	-18.163432120112702	2.4052473806286385	1000
686	-10.425547406543046	2.1247368386060086	1000
687	-28.541060780989937	2.1802237245874987	1000
688	-17.551325104490388	1.996725597035413	1000
689	-10.566979493596591	1.938689402343401	1000
690	6.209835477755405	2.8516774833134297	1000
691	-13.050386288421578	1.8739466246851475	1000
692	-9.656523294048384	2.486934584877205	1000
693	-2.6013267267262563	2.9408434427410417	1000
694	-0.8566738495137542	2.750964479221178	1000
695	-19.343841790338047	2.0968278907896405	1000
696	-11.261115026194602	3.338895004033202	1000
697	0.18713461502920836	4.20299021837303	1000
698	9.59373071033042	3.046190929763994	1000
699	2.42152883624658	2.892959908164255	1000
700	-0.8322608375456184	2.7387398498623177	1000
701	-12.609211005154066	1.389349897100456	1000
702	-1.431979079527082	2.542380164439926	1000
703	12.08238016301766	10.565317522903754	1000
704	-108.09389440881205	10001.524108059628	273
705	-87.38689154619351	10007.358552926255	483
706	36.730552740744315	18.216302985984484	1000
707	44.6415622382774	17.5332627381322	1000
708	-17.634758771047927	9.56546136120135	1000
709	16.99840431031771	19.965322720298403	1000
710	22.138579841819592	6.839643230972505	1000
711	20.015025597298518	7.998185897718284	1000
712	32.15366267389618	14.191551258688696	1000
713	-130.37567292083986	10010.513762101766	851
714	-9.629438354750164	12.375374100577616	1000
715	-0.019147809594869614	11.738252923017086	1000
716	-98.93051535100676	10010.383609669852	639
717	-10.451283349422738	8.292979821835768	1000
718	-25.27046391204931	5.3977416333674455	1000
719	-95.75481882039458	10002.1526068106	146
720	-31.181082861032337	7.497067879668179	1000
721	-33.981376789393835	7.205069373101634	1000
722	-31.94840338814538	6.518359555056127	1000
723	-40.15858979325276	7.891122234323128	1000
724	-30.30047535756603	6.189999600681973	1000
725	-7.916604956844822	6.120149386183186	1000
726	-28.358186195604503	6.307753117899389	1000
727	-30.715578842675313	5.463381483745616	1000
728	-2.1619706521742046	6.433704211911939	1000
729	-0.3551328331232071	7.05481009774277	1000
730	-23.16660357208457	5.107086165506934	1000
731	8.398122580372728	4.356242169829228	1000
732	5.2380854793591425	7.2661302501223775	1000
733	-2.4491491004591808	4.930633376636091	1000
734	5.090878543036524	4.120600384740607	1000
735	44.63950453395955	6.45544833090857	1000
736	32.609943157061934	4.3518686975937495	1000
737	31.854443424846977	6.242018226729541	1000
738	28.196546416613273	5.83759839966189	1000
739	13.502853811951354	6.748184137322053	1000
740	12.688177616102621	4.292932802988314	1000
741	-12.599793895380571	4.892729326068085	1000
742	-25.71478661801666	5.336881257913638	1000
743	15.573127121664584	5.1151814661528405	1000
744	12.493737335433252	7.1716505442935325	1000
745	-5.96045494126156	4.540011419197997	1000
746	3.1249554028036073	2.8437281429892445	1000
747	14.839201479335316	3.997209404267612	1000
748	23.26693012553733	4.981076325918297	1000
749	17.81236573960632	4.416022489433988	1000
750	20.10767285944894	7.194341322580436	1000
751	-39.60181762033608	4.87648886133896	1000
752	21.502834926417563	4.719785454138475	1000
753	14.563207346538547	4.424579671682286	1000
754	61.701919889310375	9.504162951102145	1000
755	49.86269503412768	7.283237223830347	1000
756	67.46340358257294	11.99171858564098	1000
757	32.54097236809321	6.514562929415135	1000
758	31.75952450511977	5.803904524747113	1000
759	52.65425588621292	8.277526012393293	1000
760	2.016906039789319	8.450446141267287	1000
761	94.08107931143604	15.62233350298192	1000
762	54.3246503516566	8.720770924325603	1000
763	34.785054254345596	5.532518660262238	1000
764	49.829700397793204	8.314319052123873	1000
765	18.39317038282752	4.828079356296418	1000
766	-4.536548279924318	6.360303198608714	1000
767	22.359384560142644	10.1389034610322	1000
768	-23.636887555476278	4.860752552612108	1000
769	51.50948131165933	11.446410968213556	1000
770	24.703917755978182	11.283798183451948	1000
771	-34.597069318406284	6.642232040460064	1000
772	-12.039631742984056	7.222444981185504	1000
773	-87.4045526869595	8.597177406061462	1000
774	-11.296842134557664	7.7068602640300945	1000
775	-6.4434449332766235	7.543169759973013	1000
776	-68.57775210496038	8.626969580382914	1000
777	15.478497434407473	9.781469733882904	1000
778	47.70696879271418	15.14131958636018	1000
779	-1.2204307401552796	8.934965261309117	1000
780	-8.595412045251578	9.263100700136059	1000
781	-36.23820414615329	11.349408610635686	1000
782	-44.393065821845084	10.884992686897599	1000
783	-22.371354631875874	10.442030107340647	1000
784	-29.206479750806466	10.61789399130441	1000
785	-14.762161378515884	6.764293280043008	1000
786	-6.661211273167282	7.459666634807378	1000
787	7.954727320466191	11.224102226085643	1000
788	-79.57281701173633	10009.755018239564	228
789	2.5678908035624772	14.120721669256254	1000
790	-37.71997680631466	9.005471682930535	1000
791	-35.91467776661739	8.386127169246652	1000
792	-22.810853071976453	10.751295831110975	1000
793	-85.64579282561317	10005.641168134041	184
794	-18.401999491499737	12.294167168884464	1000
795	-30.838385808980092	8.720248179766886	1000
796	43.87166273908224	12.853432362523332	1000
797	-32.85147187579423	12.54578290267498	1000
798	-31.649508339818567	10.774177854948391	1000
799	47.827302696881816	11.976719272508015	1000
800	-77.71444573556073	10007.489185456347	416
801	-54.7954289985355	9.856705313845286	1000
802	-66.3331112312153	13.289438386146818	1000
803	-14.864502334035933	9.78625973178292	1000
804	-7.920411408413202	8.252472460280872	1000
805	-33.663708998356014	10.894774707208263	1000
806	-16.70362032437697	8.362141415575817	1000
807	37.69542591040954	7.9765050598082565	1000
808	-32.833089508116245	5.581196451703819	1000
809	-15.743066812632605	6.036293651531563	1000
810	-10.923822425538674	6.693290703855047	1000
811	44.49368915101513	11.973976389342155	1000
812	-8.458956820191815	6.0096187055109045	1000
813	-8.943349342094734	6.007228520761686	1000
814	15.245114957739133	8.10114470780277	1000
815	-0.062909672036767	9.24071243370512	1000
816	4.318673632806167	12.069530141931358	1000
817	81.01173291064333	14.83659489667476	1000
818	92.64685853297124	18.07763906980545	1000
819	-1.4577485024929047	7.5200726222202166	1000
820	102.45267672464252	20.587981251089474	1000
821	-16.308320700656623	6.270057730056706	1000
822	80.5558789728675	16.959077524120552	1000
823	74.59238284779713	13.554788000860787	1000
824	-26.355695211794227	10015.266970957891	958
825	62.89154504192993	11.603046980983688	1000
826	84.9264935029205	18.449080977785897	1000
827	94.11027806717902	18.842792119549262	1000
828	83.20642323489301	14.958673098377062	1000
829	-86.84724947996438	10006.052069090441	290
830	80.90018710959703	16.08293122121747	1000
831	80.50008335872553	15.815598425471505	1000
832	70.07339742413023	12.966378658521823	1000
833	72.80777525540907	14.788667319791971	1000
834	68.52965525211766	12.495780620345494	1000
835	12.671184939797968	9.706041108991888	1000
836	84.16436357982457	13.144549154721597	1000
837	96.457529139705	16.15054017647082	1000
838	82.63227878464386	13.420047184264384	1000
839	80.5310696947854	12.29210477784775	1000
840	98.99081258464139	17.558266135427836	1000
841	-67.85865358775482	10005.91339232518	349
842	94.74145743157715	17.42111671172737	1000
843	86.9870538462419	16.527098864297006	1000
844	99.26111950050108	17.36424152903468	1000
845	98.0740174157545	19.197023866769708	1000
846	101.79825634349254	17.819879804207527	1000
847	83.39809673291165	14.19349552320748	1000
848	102.75133558618836	17.489511522386522	1000
849	70.05416483222507	15.026041193373317	1000
850	98.87437428534031	16.915202023168693	1000
851	86.00938404118642	19.51059430035846	1000
852	105.27371932147071	19.361694709326013	1000
853	103.01678516576067	17.38874622400144	1000
854	-41.638558730017394	6.3412521129347486	1000
855	100.19262586766854	16.863890309144995	1000
856	106.04293533880264	18.35163032079105	1000
857	117.93912199232727	20.217126255208974	1000
858	125.49048672290519	21.723479330512763	1000
859	109.72331378236413	18.46388040455437	1000
860	104.38530830852687	17.650871643328113	1000
861	102.82397930510342	17.099393405508938	1000
862	111.92455724067986	18.692487198426093	1000
863	108.14657997817267	19.154247590878985	1000
864	110.78529101167805	22.074027496133823	1000
865	109.59356365352869	20.844932456732103	1000
866	109.6807936062105	22.942570994770662	1000
867	136.49041545786895	29.930859320024798	1000
868	131.6214830633253	28.561996960182213	1000
869	125.43146384973079	27.043932991311816	1000
870	125.32288165576756	27.638261413969623	1000
871	-13.538987427949905	10.216676885380924	1000
872	126.5301590738818	26.840033792178133	1000
873	135.2135454788804	31.254555646759062	1000
874	144.26778076961637	34.79003595237256	1000
875	127.42325726989657	29.114823966444014	1000
876	131.65012430306524	26.692227372985187	1000
877	130.44797169417143	25.9397875970199	1000
878	132.28345990832895	32.57882213089554	1000
879	140.8702225619927	30.431344615629165	1000
880	124.91052098665386	24.58237945687704	1000
881	137.36921263625845	27.543585699327497	1000
882	-30.161554519552737	10.049027042808133	1000
883	157.23598553985357	36.55084699731679	1000
884	62.618891910649836	21.63684805761891	1000
885	148.68103977339342	31.151088185567104	1000
886	136.68038898520172	29.68105310815056	1000
887	136.5045906463638	26.800073544627317	1000
888	134.90709381224588	28.877505340583962	1000
889	142.08364580199122	31.43464683297996	1000
890	156.35837119724602	33.89104231016319	1000
891	169.77743799705058	38.929732520746995	1000
892	160.05614407453686	33.76085376139409	1000
893	146.49395835306495	34.26503813184227	1000
894	157.05581022426486	37.374286004269166	1000
895	159.13628293015063	34.1567177949945	1000
896	142.05126236681826	29.36346670184903	1000
897	151.36187541112304	32.21031678673674	1000
898	145.88366998452693	29.927854579659392	1000
899	155.2131606703624	33.28461985737572	1000
900	153.57363658305258	32.86077240341694	1000
901	155.65505337994546	33.981898535224005	1000
902	173.44103184062988	39.90221731634378	1000
903	161.89834785833955	36.86053839267737	1000
904	170.73535328544676	38.600189039294165	1000
905	163.1831892132759	34.74841910435512	1000
906	172.22783771064132	39.11343729480778	1000
907	184.19769623782486	43.11484169104031	1000
908	181.06448812689632	43.49957961877313	1000
909	192.85721004288644	48.16432416842556	1000
910	137.16068868117873	38.515204495472695	1000
911	179.29603319894522	42.85423118979216	1000
912	181.6843916643411	43.21145082352112	1000
913	174.58403548784554	41.695198816070686	1000
914	184.18023567646742	43.743661280597365	1000
915	177.29994890466332	45.17008020413306	1000
916	184.7677231244743	44.16321719684948	1000
917	-102.1957294754684	10002.278595754626	100
918	-99.20980085618794	10003.030568253342	83
919	-99.66777427121997	10002.896700936326	74
920	-99.67244523204863	10002.841249247704	75
921	-99.72968504205346	10003.375587467786	79
922	-99.12301812507212	10003.253540061096	75
923	-99.11821880564094	10003.558127057851	74
924	-98.53343915566802	10003.836052000526	74
925	-99.02258722856641	10003.937384643063	62
926	-103.68454133160412	10002.73043913556	109
927	-101.22774670831859	10002.691201947082	91
928	-98.5921685360372	10004.162576723864	66
929	-99.29021528363228	10003.53993819326	78
930	-99.57641299813986	10003.62066714633	72
931	-99.38705645501614	10003.728456311632	69
932	-99.36480168998241	10003.91361522114	68
933	-100.88621808588505	10003.285033316748	76
934	-99.51582764089108	10003.499225557405	77
935	-98.60658322833478	10004.221955780466	66
936	-99.4588087964803	10003.922008672458	69
937	-99.87276740279049	10003.282750857648	80
938	-98.84431740827858	10004.023999201816	66
939	-100.21706548333168	10003.285635338114	84
940	-99.1318618170917	10003.970312333437	72
941	-99.24262073636055	10004.026939357296	69
942	-99.94577936083078	10003.44797769171	77
943	-100.32550541311502	10003.127190525995	85
944	-99.68167474120855	10003.670341668512	70
945	-99.03719529509544	10003.91936803994	67
946	-99.20336889103055	10003.888033871759	67
947	-99.26660946011543	10003.764044841233	72
948	-99.0110793299973	10003.77620362746	71
949	-98.98791121505201	10004.027850752345	65
950	-99.23122472688556	10003.726126888801	70
951	-98.51223299279809	10004.410449677822	64
952	-98.81312292814255	10003.985212786765	68
953	-98.93640995398164	10003.62304736732	70
954	-98.57796670496464	10004.060221833228	69
955	-99.66347649134696	10004.189906159072	91
956	-99.76309625059366	10004.368830707212	84
957	-39.89629267400596	7.51578395424564	1000
958	-114.2423152513802	10004.105455108764	77
959	13.419800536939874	17.586028555016917	1000
960	19.105507222004235	20.868317229160755	1000
961	8.435137649532408	23.270524061002735	1000
962	-36.79432173399255	9.349283811957314	1000
963	-41.22376075084321	12.128579434033409	1000
964	-45.14689422829542	8.331936833187374	1000
965	159.50067394319922	35.080510264491394	1000
966	162.66759546659887	34.35635439030995	1000
967	175.48052697908133	40.650296312268246	1000
968	174.5119739016518	39.19165898957248	1000
969	5.553095417097211	14.508819073582677	1000
970	181.86638519726694	42.3860048913146	1000
971	200.6902857767418	53.186465155948895	1000
972	193.28833908890374	48.988753874861885	1000
973	205.41588014829904	52.41018724039101	1000
974	190.75559499114752	45.644678398951896	1000
975	159.19436063151807	44.707744741018736	1000
976	197.87849432323128	50.70283483508597	1000
977	204.73217261303216	50.54033595085961	1000
978	178.27613732032478	46.36990327032691	1000
979	178.31991071032826	45.15759251503713	1000
980	185.03923579026014	46.45836447295393	1000
981	185.507048598025	46.49867940486786	1000
982	175.06916959304363	44.330787672097635	1000
983	190.071839238517	51.4075939712903	1000
984	178.76602641586214	43.167206150614135	1000
985	171.08600114379078	38.13209079316711	1000
986	174.84755659848452	39.47472279900236	1000
987	180.84963722527027	43.269080561136974	1000
988	190.74751771381125	47.84613164805215	1000
989	191.878165894188	46.184048749093606	1000
990	174.21125698648393	39.96633736391697	1000
991	172.00229638163	36.59565231650815	1000
992	201.26403547637165	49.57625008878847	1000
993	187.41983136627823	46.33606462934051	1000
994	207.17336849030107	53.061668583938086	1000
995	200.6149352742359	50.40509446000084	1000
996	190.95990032376722	46.65520208192824	1000
997	201.6949122082442	50.804678503817954	1000
998	209.79446389805526	53.34395896596189	1000
999	189.6482684519142	44.147438739398325	1000
